object_id,policy,seed,step_index,history_anchor_ids,acquired_view_count_before,acquired_view_count_after,valid_candidate_mask,selected_anchor,selected_true_gain,oracle_true_gain,coverage_before,coverage_after,reachable_normalized_coverage_before,reachable_normalized_coverage_after,normalized_regret,spearman,ndcg_at_5,policy_ms,acquisition_ms,process_rss_bytes,process_rss_delta_bytes,peak_cuda_allocated_bytes,profiling_mode
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt_independent_history,0,0,[0],1,2,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",29,0.30864831481768595,0.34240813838295486,0.07964814603744022,0.38829646085512615,0.08460931762615868,0.41248290417408096,0.11803514672717741,0.7080249768732655,0.9036539232840257,51.530699000068125,0.4704220000348869,6393098240,1032192,3649369600,cached_independent_features_plus_live_history_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt_independent_history,0,1,"[0, 29]",2,3,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",17,0.2619647133339156,0.28022308766659115,0.38829646085512615,0.6502611741890418,0.41248290417408096,0.6907650330122831,0.07403533102110584,0.9053962380511871,0.9294216792079221,2.798064999296912,0.3537520005920669,6393118720,4096,3649402368,cached_independent_features_plus_live_history_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt_independent_history,0,2,"[0, 29, 17]",3,4,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",35,0.09272747118059382,0.11202328402827992,0.6502611741890418,0.7429886453696355,0.6907650330122831,0.7892683686467539,0.21249159632237108,0.4159420289855072,0.7901687828528894,1.7351379992760485,0.3111380001428188,6393118720,0,3649435136,cached_independent_features_plus_live_history_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt_independent_history,0,3,"[0, 29, 17, 35]",4,5,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true]",23,0.10061996910213866,0.10869243219399025,0.7429886453696355,0.8436086144717743,0.7892683686467539,0.8961558148566788,0.0792177665876139,0.7908386187455956,0.9726888799495025,1.596527000401693,0.29412399999273475,6393135104,0,3649467904,cached_independent_features_plus_live_history_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt_independent_history,0,4,"[0, 29, 17, 35, 23]",5,6,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true]",36,0.00955395393232904,0.022504118738396285,0.8436086144717743,0.8531625684041033,0.8961558148566788,0.9063048712134474,0.7808161100724937,0.2517366354575657,0.564092536453206,1.58447800004069,0.2746700001807767,6393151488,0,3649500672,cached_independent_features_plus_live_history_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt_independent_history,0,5,"[0, 29, 17, 35, 23, 36]",6,7,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, false, true, true, true, true, true, true, true, true, true, true, true]",9,0.015510377725128323,0.017995971765851024,0.8531625684041033,0.8686729461292315,0.9063048712134474,0.922781368668017,0.17258809129755914,0.44656024633336033,0.7751880904624864,1.6096720000859932,0.3300439993836335,6393167872,0,3649533440,cached_independent_features_plus_live_history_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt_independent_history,0,6,"[0, 29, 17, 35, 23, 36, 9]",7,8,"[false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, false, true, true, true, true, true, true, true, true, true, true, true]",31,0.014087625921737554,0.014894022096653923,0.8686729461292315,0.8827605720509692,0.922781368668017,0.9377464930997962,0.06628867692223674,0.431184668989547,0.8884653189427825,1.5664269994886126,0.2677279999261373,6393184256,0,3649566208,cached_independent_features_plus_live_history_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt_independent_history,0,7,"[0, 29, 17, 35, 23, 36, 9, 31]",8,9,"[false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, true, false, true, false, true, true, true, false, false, true, true, true, true, true, true, true, true, true, true, true]",28,0.002673860717661623,0.009189758519549313,0.8827605720509692,0.8854344327686308,0.9377464930997962,0.940586904860823,0.8818955767252393,0.374484052532833,0.6120371206374021,1.5322709996326012,0.29015700056334026,6393192448,0,3649598976,cached_independent_features_plus_live_history_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt_independent_history,0,8,"[0, 29, 17, 35, 23, 36, 9, 31, 28]",9,10,"[false, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, false, true, true, true, true, true, false, true, true, true, true, false, false, true, false, true, true, true, false, false, true, true, true, true, true, true, true, true, true, true, true]",7,0.00310845615082398,0.008457437989952219,0.8854344327686308,0.8885428889194549,0.940586904860823,0.9438889823965441,0.7966121166302907,-0.002226720647773279,0.4931230160622041,1.5701749998697778,0.2660410000316915,6393208832,4096,3649631744,cached_independent_features_plus_live_history_head
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,vggt_joint_token_attention,0,0,[0],1,2,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",15,0.28783230953015143,0.34240813838295486,0.07964814603744022,0.3674804555675917,0.08460931762615868,0.3903702990388289,0.19081456258039137,0.6712534690101758,0.9240157309050006,258.37076700008765,0.4646220004360657,6395822080,2473984,3744570368,live_joint_vggt_plus_history_head
